Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Bangladesh,BGD,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,0.57,..,..,..,..,0.83,..,..,..,..,1.15,..,..,..,..,1.45,..,..,..,..,2.09,..,..,..,..,3.08,..,..,..,..,3.21,..,..,..,..,4.23,..,..,..,..,6.99,..,..,..,..,7.94,..,..,..,..,9.34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.32,..,..,..,..,1.77,..,..,..,..,2.12,..,..,..,..,2.47,..,..,..,..,2.76,..,..,..,..,3.83,..,..,..,..,3.61,..,..,..,..,4.62,..,..,..,..,7.01,..,..,..,..,7.53,..,..,..,..,8.21,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,4.83,..,..,..,..,6.39,..,..,..,..,8.13,..,..,..,..,7.49,..,..,..,..,7.17,..,..,..,..,7.83,..,..,..,..,8.35,..,..,..,..,8.84,..,..,..,..,8.88,..,..,..,..,9.48,..,..,..,..,9.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,5.16,..,..,..,..,6.66,..,..,..,..,8.31,..,..,..,..,7.65,..,..,..,..,7.31,..,..,..,..,7.98,..,..,..,..,8.45,..,..,..,..,8.88,..,..,..,..,8.81,..,..,..,..,9.34,..,..,..,..,9.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,5.26,..,..,..,..,6.67,..,..,..,..,9.2,..,..,..,..,9.18,..,..,..,..,9.34,..,..,..,..,9.34,..,..,..,..,9.16,..,..,..,..,9.04,..,..,..,..,9.32,..,..,..,..,9.94,..,..,..,..,10.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,5.09,..,..,..,..,6.96,..,..,..,..,9.16,..,..,..,..,9.32,..,..,..,..,8.95,..,..,..,..,9.42,..,..,..,..,9.18,..,..,..,..,9.07,..,..,..,..,9.23,..,..,..,..,9.59,..,..,..,..,9.55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,6.61,..,..,..,..,6.84,..,..,..,..,7.35,..,..,..,..,7.69,..,..,..,..,8.17,..,..,..,..,8.67,..,..,..,..,9.14,..,..,..,..,9.76,..,..,..,..,10.11,..,..,..,..,10.44,..,..,..,..,10.52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.95,..,..,..,..,7.18,..,..,..,..,7.66,..,..,..,..,8.03,..,..,..,..,8.5,..,..,..,..,8.97,..,..,..,..,9.43,..,..,..,..,10,..,..,..,..,10.29,..,..,..,..,10.59,..,..,..,..,10.69,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,8.6,..,..,..,..,8.98,..,..,..,..,9.75,..,..,..,..,9.35,..,..,..,..,9.47,..,..,..,..,9.72,..,..,..,..,9.8,..,..,..,..,9.71,..,..,..,..,9.8,..,..,..,..,8.9,..,..,..,..,8.59,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.63,..,..,..,..,9.02,..,..,..,..,9.66,..,..,..,..,9.31,..,..,..,..,9.33,..,..,..,..,9.58,..,..,..,..,9.7,..,..,..,..,9.55,..,..,..,..,9.65,..,..,..,..,8.8,..,..,..,..,8.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,7.5,..,..,..,..,7.39,..,..,..,..,7.67,..,..,..,..,7.86,..,..,..,..,7.62,..,..,..,..,7.85,..,..,..,..,8.78,..,..,..,..,9.44,..,..,..,..,10.1,..,..,..,..,10.8,..,..,..,..,11.34,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,7.56,..,..,..,..,7.53,..,..,..,..,7.74,..,..,..,..,7.95,..,..,..,..,7.69,..,..,..,..,7.91,..,..,..,..,8.76,..,..,..,..,9.4,..,..,..,..,10.08,..,..,..,..,10.76,..,..,..,..,11.29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,9.35,..,..,..,..,9.04,..,..,..,..,8.73,..,..,..,..,8.77,..,..,..,..,8.78,..,..,..,..,8.8,..,..,..,..,9.81,..,..,..,..,9.22,..,..,..,..,9.73,..,..,..,..,10.25,..,..,..,..,10.59,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,9.36,..,..,..,..,9.07,..,..,..,..,8.7,..,..,..,..,8.74,..,..,..,..,8.74,..,..,..,..,8.83,..,..,..,..,9.64,..,..,..,..,9.16,..,..,..,..,9.64,..,..,..,..,10.15,..,..,..,..,10.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,0.34,..,..,..,..,0.41,..,..,..,..,0.46,..,..,..,..,0.52,..,..,..,..,0.67,..,..,..,..,0.99,..,..,..,..,1.32,..,..,..,..,1.64,..,..,..,..,2,..,..,..,..,2.55,..,..,..,..,3.31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.65,..,..,..,..,0.77,..,..,..,..,0.84,..,..,..,..,0.94,..,..,..,..,1.22,..,..,..,..,1.71,..,..,..,..,2.16,..,..,..,..,2.61,..,..,..,..,3.11,..,..,..,..,3.72,..,..,..,..,4.43,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,0.64,..,..,..,..,0.79,..,..,..,..,1,..,..,..,..,1.28,..,..,..,..,1.57,..,..,..,..,2.15,..,..,..,..,2.54,..,..,..,..,2.94,..,..,..,..,3.26,..,..,..,..,4.73,..,..,..,..,6.27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.25,..,..,..,..,1.46,..,..,..,..,1.72,..,..,..,..,2.13,..,..,..,..,2.59,..,..,..,..,2.92,..,..,..,..,3.02,..,..,..,..,3.65,..,..,..,..,4.36,..,..,..,..,5.56,..,..,..,..,6.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,2.36,..,..,..,..,2.76,..,..,..,..,3.1,..,..,..,..,3.64,..,..,..,..,4.52,..,..,..,..,5.46,..,..,..,..,6.41,..,..,..,..,7.01,..,..,..,..,7.58,..,..,..,..,7.79,..,..,..,..,7.71,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,3.1,..,..,..,..,3.61,..,..,..,..,4,..,..,..,..,4.6,..,..,..,..,5.48,..,..,..,..,6.38,..,..,..,..,7.26,..,..,..,..,7.83,..,..,..,..,8.29,..,..,..,..,8.49,..,..,..,..,8.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,4.19,..,..,..,..,4.59,..,..,..,..,5.05,..,..,..,..,5.69,..,..,..,..,6.96,..,..,..,..,8.1,..,..,..,..,8.77,..,..,..,..,8.78,..,..,..,..,9.74,..,..,..,..,9.52,..,..,..,..,7.81,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.7,..,..,..,..,5.33,..,..,..,..,5.76,..,..,..,..,6.52,..,..,..,..,7.63,..,..,..,..,8.5,..,..,..,..,9.17,..,..,..,..,9.05,..,..,..,..,9.98,..,..,..,..,9.68,..,..,..,..,7.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,1.32,..,..,..,..,1.54,..,..,..,..,2.1,..,..,..,..,2.76,..,..,..,..,3.21,..,..,..,..,5.33,..,..,..,..,7.03,..,..,..,..,8.19,..,..,..,..,8.75,..,..,..,..,9.11,..,..,..,..,9.42,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,1.32,..,..,..,..,1.53,..,..,..,..,2.14,..,..,..,..,2.74,..,..,..,..,3.12,..,..,..,..,5.29,..,..,..,..,6.86,..,..,..,..,8.24,..,..,..,..,8.82,..,..,..,..,9.22,..,..,..,..,9.55,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,2.12,..,..,..,..,2.3,..,..,..,..,3.57,..,..,..,..,4.61,..,..,..,..,5.44,..,..,..,..,7.82,..,..,..,..,10.19,..,..,..,..,10.73,..,..,..,..,10.56,..,..,..,..,10.35,..,..,..,..,10.42,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.86,..,..,..,..,2.14,..,..,..,..,3.32,..,..,..,..,4.3,..,..,..,..,4.95,..,..,..,..,7.23,..,..,..,..,9.75,..,..,..,..,10.71,..,..,..,..,10.53,..,..,..,..,10.39,..,..,..,..,10.39,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,1.89,..,..,..,..,2.23,..,..,..,..,3.13,..,..,..,..,2.82,..,..,..,..,3,..,..,..,..,4.05,..,..,..,..,4.87,..,..,..,..,5.74,..,..,..,..,6.65,..,..,..,..,7.4,..,..,..,..,8.07,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.05,..,..,..,..,2.38,..,..,..,..,3.29,..,..,..,..,2.9,..,..,..,..,3.04,..,..,..,..,3.94,..,..,..,..,4.69,..,..,..,..,5.58,..,..,..,..,6.52,..,..,..,..,7.29,..,..,..,..,7.89,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,2.36,..,..,..,..,2.94,..,..,..,..,3.75,..,..,..,..,2.61,..,..,..,..,2.83,..,..,..,..,5.74,..,..,..,..,6.24,..,..,..,..,6.61,..,..,..,..,7.78,..,..,..,..,8.81,..,..,..,..,7.31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.31,..,..,..,..,2.76,..,..,..,..,3.71,..,..,..,..,2.47,..,..,..,..,2.67,..,..,..,..,5.64,..,..,..,..,6.32,..,..,..,..,6.88,..,..,..,..,7.95,..,..,..,..,8.63,..,..,..,..,6.92,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,1.37,..,..,..,..,1.94,..,..,..,..,3.45,..,..,..,..,4.43,..,..,..,..,5.78,..,..,..,..,6.46,..,..,..,..,7.12,..,..,..,..,7.64,..,..,..,..,7.97,..,..,..,..,8.22,..,..,..,..,8.58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,2.7,..,..,..,..,3.39,..,..,..,..,4.66,..,..,..,..,5.68,..,..,..,..,6.64,..,..,..,..,7.14,..,..,..,..,7.69,..,..,..,..,7.98,..,..,..,..,8.22,..,..,..,..,8.45,..,..,..,..,8.74,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,2.72,..,..,..,..,4.72,..,..,..,..,7.64,..,..,..,..,7.84,..,..,..,..,7.39,..,..,..,..,7.36,..,..,..,..,7.14,..,..,..,..,6.89,..,..,..,..,7.37,..,..,..,..,7.44,..,..,..,..,7.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.23,..,..,..,..,5.84,..,..,..,..,7.96,..,..,..,..,8.05,..,..,..,..,7.38,..,..,..,..,7.44,..,..,..,..,7.15,..,..,..,..,6.88,..,..,..,..,7.29,..,..,..,..,7.21,..,..,..,..,7.95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,5.75,..,..,..,..,5.91,..,..,..,..,5.76,..,..,..,..,6.68,..,..,..,..,7.48,..,..,..,..,8.23,..,..,..,..,8.26,..,..,..,..,8.76,..,..,..,..,9.22,..,..,..,..,10.44,..,..,..,..,11.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,6.35,..,..,..,..,6.34,..,..,..,..,6.13,..,..,..,..,7.07,..,..,..,..,7.84,..,..,..,..,8.55,..,..,..,..,8.42,..,..,..,..,8.86,..,..,..,..,9.28,..,..,..,..,10.45,..,..,..,..,11.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,8.71,..,..,..,..,7.61,..,..,..,..,8.96,..,..,..,..,9.27,..,..,..,..,8.97,..,..,..,..,8.93,..,..,..,..,5.14,..,..,..,..,8.07,..,..,..,..,7.94,..,..,..,..,9.2,..,..,..,..,7.98,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.57,..,..,..,..,7.51,..,..,..,..,8.9,..,..,..,..,9.18,..,..,..,..,8.72,..,..,..,..,8.67,..,..,..,..,5.08,..,..,..,..,8.07,..,..,..,..,7.91,..,..,..,..,9.22,..,..,..,..,8.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,0.38,..,..,..,..,0.54,..,..,..,..,0.64,..,..,..,..,0.73,..,..,..,..,0.9,..,..,..,..,1.03,..,..,..,..,1.17,..,..,..,..,1.64,..,..,..,..,2.05,..,..,..,..,2.39,..,..,..,..,2.94,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,0.66,..,..,..,..,0.8,..,..,..,..,1.06,..,..,..,..,1.28,..,..,..,..,1.45,..,..,..,..,1.54,..,..,..,..,1.74,..,..,..,..,2.18,..,..,..,..,2.56,..,..,..,..,2.88,..,..,..,..,3.35,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Barro-Lee: Average years of total schooling, age 15-19, female",BAR.SCHL.1519.FE,0.84,..,..,..,..,0.92,..,..,..,..,1.14,..,..,..,..,1.29,..,..,..,..,1.51,..,..,..,..,1.57,..,..,..,..,2.4,..,..,..,..,3.12,..,..,..,..,3.4,..,..,..,..,3.4,..,..,..,..,4.79,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.24,..,..,..,..,1.43,..,..,..,..,1.87,..,..,..,..,2.2,..,..,..,..,2.23,..,..,..,..,1.93,..,..,..,..,2.85,..,..,..,..,3.58,..,..,..,..,3.7,..,..,..,..,3.75,..,..,..,..,5.08,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,"Barro-Lee: Average years of total schooling, age 15+, female",BAR.SCHL.15UP.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,"Barro-Lee: Average years of total schooling, age 15+, total",BAR.SCHL.15UP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
